CHROM	BIN_START	N_SNPS	TajimaD
scaffold125	120000	26	1.69572
scaffold1250	0	19	-0.505706
scaffold1251	0	6	0.500259
scaffold1252	0	7	0.0598292
scaffold1253	0	5	0.789194
scaffold1254	0	11	-1.11224
scaffold1259	0	12	-0.138537
scaffold126	0	305	-0.26231
scaffold126	10000	321	-0.337735
scaffold126	20000	354	-0.237435
scaffold126	30000	297	-0.274672
scaffold126	40000	282	-0.264118
scaffold126	50000	216	-0.527778
scaffold126	60000	195	-0.547187
scaffold126	70000	150	-0.363239
scaffold126	80000	119	-0.279079
scaffold126	90000	94	-0.210991
scaffold126	100000	77	0.0167691
scaffold126	110000	58	0.49097
scaffold126	120000	13	-0.0294232
scaffold1260	0	2	-1.07098
scaffold1261	0	6	0.0621443
scaffold1262	0	4	-0.431126
scaffold1263	0	14	0.216187
scaffold1265	0	41	-0.992403
scaffold1266	0	3	-1.09474
scaffold1267	0	4	-0.486893
scaffold1269	0	5	-0.837093
scaffold127	0	170	-0.0972393
scaffold127	10000	326	-0.282392
scaffold127	20000	337	-0.32071
scaffold127	30000	313	-0.2906
scaffold127	40000	303	-0.313189
scaffold127	50000	299	-0.296877
scaffold127	60000	277	-0.426517
scaffold127	70000	275	-0.414527
scaffold127	80000	260	-0.411891
scaffold127	90000	249	-0.415999
scaffold127	100000	179	-0.530926
scaffold127	110000	16	-0.810241
scaffold1270	0	1	-0.881653
scaffold1271	0	6	0.0587881
scaffold1272	0	3	1.32257
scaffold1273	0	33	-0.912401
scaffold1274	0	78	-0.956999
scaffold1276	0	45	-0.833363
scaffold1277	0	68	-0.699438
scaffold128	0	41	0.195784
scaffold128	10000	44	0.364188
scaffold128	20000	49	0.795823
scaffold128	30000	42	1.10931
scaffold128	40000	39	1.37593
scaffold128	50000	22	1.24282
scaffold128	60000	22	1.24282
scaffold128	70000	21	1.10366
scaffold128	80000	21	1.10366
scaffold128	90000	21	1.10366
scaffold128	100000	17	1.50778
scaffold128	110000	12	1.07251
scaffold1283	0	11	-0.0515088
scaffold1284	0	10	-1.05575
scaffold1285	0	21	-0.0427461
scaffold1286	0	18	-0.493062
scaffold1287	0	92	-0.82916
scaffold1288	0	14	-0.525224
scaffold129	0	231	-0.925944
scaffold129	10000	239	-0.829592
scaffold129	20000	238	-0.820516
scaffold129	30000	225	-0.741347
scaffold129	40000	225	-0.741347
scaffold129	50000	225	-0.741347
scaffold129	60000	210	-0.741372
scaffold129	70000	171	-0.511239
scaffold129	80000	149	-0.537668
scaffold129	90000	107	-0.271472
scaffold129	100000	13	0.67152
scaffold1292	0	3	-1.47359
scaffold1293	0	1	-0.881653
scaffold1296	0	1	-0.893867
scaffold1297	0	1	-0.839799
scaffold1299	0	3	-1.11755
scaffold13	0	273	1.73528
scaffold13	10000	165	1.30953
scaffold13	20000	104	0.678023
scaffold13	30000	135	0.869107
scaffold13	40000	190	0.588025
scaffold13	50000	188	0.40483
scaffold13	60000	209	0.269028
scaffold13	70000	230	0.0533791
scaffold13	80000	236	-0.217668
scaffold13	90000	272	-0.254701
scaffold13	100000	273	-0.217233
scaffold13	110000	297	-0.31679
scaffold13	120000	302	-0.268939
scaffold13	130000	284	-0.426334
scaffold13	140000	258	-0.236356
scaffold13	150000	285	0.215338
scaffold13	160000	341	0.80364
scaffold13	170000	390	1.21999
scaffold13	180000	439	1.50228
scaffold13	190000	539	1.6733
scaffold13	200000	611	1.86321
scaffold13	210000	654	1.93828
scaffold13	220000	761	1.96177
scaffold13	230000	836	1.99099
scaffold13	240000	935	2.00146
scaffold13	250000	993	2.07205
scaffold13	260000	1036	2.07924
scaffold13	270000	1079	2.06194
scaffold13	280000	1103	2.11916
scaffold13	290000	1076	2.13453
scaffold13	300000	1027	2.0751
scaffold13	310000	961	2.11822
scaffold13	320000	840	2.12931
scaffold13	330000	746	2.13807
scaffold13	340000	618	2.15826
scaffold13	350000	567	1.71188
scaffold13	360000	535	1.2526
scaffold13	370000	476	0.809427
scaffold13	380000	450	0.15248
scaffold13	390000	375	-0.40051
scaffold13	400000	380	-0.622829
scaffold13	410000	372	-0.641682
scaffold13	420000	367	-0.654337
scaffold13	430000	367	-0.654337
scaffold13	440000	367	-0.654337
scaffold13	450000	299	-0.600996
scaffold13	460000	211	-0.795593
scaffold13	470000	153	-0.778177
scaffold13	480000	79	-0.722802
scaffold13	490000	45	-0.479611
scaffold130	0	658	0.409425
scaffold130	10000	765	0.339135
scaffold130	20000	689	0.418915
scaffold130	30000	622	0.375995
scaffold130	40000	546	0.284586
scaffold130	50000	456	0.190962
scaffold130	60000	416	0.193182
scaffold130	70000	344	0.170282
scaffold130	80000	333	0.203695
scaffold130	90000	309	0.196037
scaffold130	100000	192	0.107575
scaffold130	110000	53	0.320173
scaffold1301	0	14	-1.00752
scaffold1302	0	50	0.000376252
scaffold1303	0	17	0.319612
scaffold1305	0	10	0.404064
scaffold1306	0	44	0.684719
scaffold1307	0	6	0.551799
scaffold1308	0	9	0.744412
scaffold131	0	382	-0.756847
scaffold131	10000	329	-1.01042
scaffold131	20000	252	-0.946735
scaffold131	30000	165	-1.41092
scaffold131	40000	110	-1.35758
scaffold131	50000	28	-1.14388
scaffold1310	0	7	-0.285977
scaffold1312	0	120	-0.421873
scaffold1314	0	14	-1.31581
scaffold1316	0	13	-1.72206
scaffold1318	0	11	-0.887889
scaffold132	0	19	-0.204987
scaffold132	10000	29	0.804556
scaffold132	20000	48	0.760727
scaffold132	30000	57	0.549504
scaffold132	40000	57	0.549504
scaffold132	50000	57	0.549504
scaffold132	60000	57	0.549504
scaffold132	70000	57	0.549504
scaffold132	80000	57	0.549504
scaffold132	90000	56	0.58213
scaffold132	100000	38	0.912937
scaffold132	110000	28	0.230371
scaffold132	120000	9	-0.492124
scaffold1320	0	22	-0.760473
scaffold1323	0	7	-1.05532
scaffold1324	0	2	0.309037
scaffold1326	0	6	-1.63463
scaffold1328	0	1	-0.868628
scaffold133	0	336	-0.0172727
scaffold133	10000	324	0.300256
scaffold133	20000	299	0.230157
scaffold133	30000	249	0.177745
scaffold133	40000	216	0.212814
scaffold133	50000	209	0.157917
scaffold133	60000	199	0.145586
scaffold133	70000	184	0.197134
scaffold133	80000	144	-0.0417838
scaffold133	90000	103	0.0727622
scaffold133	100000	103	0.0727622
scaffold133	110000	11	-0.857436
scaffold1330	0	2	0.460733
scaffold1331	0	18	-0.342742
scaffold1333	0	7	2.17361
scaffold1335	0	36	-0.151347
scaffold1336	0	5	-1.41815
scaffold1339	0	3	-0.329168
scaffold134	0	671	-0.0240918
scaffold134	10000	554	0.241839
scaffold134	20000	475	0.488771
scaffold134	30000	505	0.662743
scaffold134	40000	442	0.821431
scaffold134	50000	442	0.821431
scaffold134	60000	441	0.822692
scaffold134	70000	425	0.870135
scaffold134	80000	366	1.08488
scaffold134	90000	285	1.42556
scaffold134	100000	201	1.33234
scaffold134	110000	124	1.41302
scaffold134	120000	64	1.48791
scaffold1342	0	14	-1.20716
scaffold1345	0	41	-0.760627
scaffold1346	0	39	0.0780253
scaffold135	0	5	-0.723247
scaffold135	10000	3	-0.873679
scaffold135	20000	3	-0.873679
scaffold135	30000	3	-0.873679
scaffold1351	0	3	0.0382847
scaffold1352	0	15	-1.27321
scaffold1353	0	3	-1.47314
scaffold1354	0	2	-0.617918
scaffold1355	0	1	0.320232
scaffold1357	0	3	-1.3769
scaffold136	0	371	0.192169
scaffold136	10000	406	0.170856
scaffold136	20000	423	0.145309
scaffold136	30000	408	0.128142
scaffold136	40000	375	0.268986
scaffold136	50000	293	-0.00365692
scaffold136	60000	235	-0.147176
scaffold136	70000	173	-0.0544766
scaffold136	80000	151	-0.0136524
scaffold136	90000	87	0.436402
scaffold136	100000	53	-0.0937456
scaffold136	110000	17	-0.396294
scaffold1361	0	11	-0.21165
scaffold1362	0	6	-1.06003
scaffold1364	0	8	-0.95802
scaffold1365	0	28	-0.668656
scaffold1366	0	5	-1.01118
scaffold137	0	45	-0.702686
scaffold137	10000	71	-0.631857
scaffold137	20000	71	-0.631857
scaffold137	30000	71	-0.631857
scaffold137	40000	71	-0.631857
scaffold137	50000	71	-0.631857
scaffold137	60000	66	-0.500261
scaffold137	70000	66	-0.500261
scaffold137	80000	66	-0.500261
scaffold137	90000	66	-0.500261
scaffold137	100000	26	-0.44552
scaffold1372	0	68	-0.277325
scaffold1373	0	1	-0.179306
scaffold1377	0	15	-0.038961
scaffold1379	0	3	0.480663
scaffold138	0	118	-0.745912
scaffold138	10000	138	-0.698137
scaffold138	20000	138	-0.698137
scaffold138	30000	120	-0.697234
scaffold138	40000	116	-0.731558
scaffold138	50000	66	-0.727494
scaffold138	60000	44	-0.507905
scaffold138	70000	37	-0.548846
scaffold138	80000	34	-0.542329
scaffold138	90000	23	-0.599625
scaffold138	100000	21	-0.441205
scaffold1381	0	3	-0.835129
scaffold1382	0	13	-0.946308
scaffold1383	0	7	-1.34007
scaffold1386	0	16	-1.49725
scaffold1387	0	48	-0.335052
scaffold1388	0	10	-0.132976
scaffold1389	0	6	-0.427323
scaffold139	0	11	0.203135
scaffold139	10000	11	0.203135
scaffold139	20000	7	0.351859
scaffold139	30000	7	0.351859
scaffold139	40000	7	0.351859
scaffold139	50000	7	0.351859
scaffold139	60000	4	-0.474776
scaffold1390	0	44	-1.26565
scaffold1394	0	14	-0.0253036
scaffold1396	0	2	-1.43547
scaffold1397	0	31	-0.751896
scaffold1398	0	7	-0.0854913
scaffold14	0	349	0.769604
scaffold14	10000	360	0.945913
scaffold14	20000	423	1.22853
scaffold14	30000	408	1.08317
scaffold14	40000	484	1.17694
scaffold14	50000	585	1.18935
scaffold14	60000	617	1.15322
scaffold14	70000	610	1.10586
scaffold14	80000	651	0.816845
scaffold14	90000	735	0.542984
scaffold14	100000	784	0.55669
scaffold14	110000	846	0.580982
scaffold14	120000	879	0.550364
scaffold14	130000	938	0.642124
scaffold14	140000	1085	0.506759
scaffold14	150000	1178	0.443076
scaffold14	160000	1202	0.506787
scaffold14	170000	1271	0.539019
scaffold14	180000	1194	0.687248
scaffold14	190000	1110	0.74641
scaffold14	200000	1034	0.785401
scaffold14	210000	961	0.703974
scaffold14	220000	873	0.556465
scaffold14	230000	863	0.421466
scaffold14	240000	687	0.353629
scaffold14	250000	529	0.118716
scaffold14	260000	455	-0.119994
scaffold14	270000	370	-0.367226
scaffold14	280000	331	-0.593014
scaffold14	290000	268	-0.620393
scaffold14	300000	253	-0.624133
scaffold14	310000	232	-0.754996
scaffold14	320000	211	-0.850576
scaffold14	330000	187	-1.14942
scaffold14	340000	134	-1.18312
scaffold14	350000	98	-0.785901
scaffold14	360000	87	-0.623269
scaffold14	370000	83	-0.854253
scaffold14	380000	87	-0.797959
scaffold14	390000	112	-0.51301
scaffold14	400000	118	-0.613604
scaffold14	410000	93	-0.813854
scaffold14	420000	93	-0.813854
scaffold14	430000	45	-0.120745
scaffold14	440000	45	-0.120745
scaffold14	450000	45	-0.120745
scaffold14	460000	45	-0.120745
scaffold14	470000	43	-0.0618197
scaffold14	480000	33	-0.153979
scaffold14	490000	6	-1.73751
scaffold140	0	6	-1.55722
scaffold1402	0	19	-0.715848
scaffold1403	0	3	0.262648
scaffold1404	0	4	-0.175889
scaffold1408	0	32	-0.35796
scaffold1414	0	12	-0.336932
scaffold1419	0	5	-0.189594
scaffold142	0	342	0.593773
scaffold142	10000	247	1.01665
scaffold142	20000	158	1.43306
scaffold142	30000	110	1.50132
scaffold142	40000	42	0.39644
scaffold142	50000	35	-0.0055334
scaffold1421	0	2	0.397526
scaffold1422	0	1	-0.893867
scaffold1426	0	67	0.0409421
scaffold1427	0	2	2.14625
scaffold1429	0	11	0.545505
scaffold143	0	788	-0.670068
scaffold143	10000	793	-0.675443
scaffold143	20000	660	-0.720119
scaffold143	30000	659	-0.716811
scaffold143	40000	623	-0.670932
scaffold143	50000	569	-0.67143
scaffold143	60000	509	-0.659048
scaffold143	70000	362	-0.748512
scaffold143	80000	266	-0.446913
scaffold143	90000	164	-0.282607
scaffold143	100000	25	-0.807845
scaffold1430	0	13	-1.05039
scaffold1433	0	9	0.73555
scaffold1434	0	7	-0.731227
scaffold1435	0	87	-1.08541
scaffold1439	0	2	0.627514
scaffold144	0	396	-0.905471
scaffold144	10000	303	-0.782746
scaffold144	20000	147	-0.606411
scaffold144	30000	137	-0.584029
scaffold144	40000	107	-0.827128
scaffold144	50000	86	-0.936805
scaffold144	60000	86	-0.936805
scaffold144	70000	86	-0.936805
scaffold144	80000	86	-0.936805
scaffold144	90000	22	-1.21222
scaffold144	100000	13	-1.04754
scaffold1440	0	21	-1.0778
scaffold1445	0	14	-1.07688
scaffold1448	0	4	-1.04085
scaffold1449	0	13	-0.711808
scaffold145	0	64	-0.165933
scaffold145	10000	38	-0.348161
scaffold145	20000	38	-0.348161
scaffold145	30000	32	-0.405758
scaffold145	40000	16	-0.174104
scaffold145	50000	16	-0.174104
scaffold145	60000	16	-0.174104
scaffold145	70000	16	-0.174104
scaffold145	80000	15	-0.0247955
scaffold1451	0	4	-0.398035
scaffold1453	0	8	-1.42107
scaffold1455	0	11	-0.0639902
scaffold1459	0	3	1.19255
scaffold146	0	388	1.00728
scaffold146	10000	388	1.00728
scaffold146	20000	205	1.46372
scaffold146	30000	81	0.876266
scaffold146	40000	23	-0.00842482
scaffold146	50000	5	0.653407
scaffold146	60000	1	-1.03509
scaffold146	70000	0	nan
scaffold146	80000	0	nan
scaffold1460	0	4	-1.59897
scaffold1461	0	2	0.437557
scaffold1463	0	7	-1.55558
scaffold1464	0	24	1.49646
scaffold1465	0	26	-0.781477
scaffold1467	0	10	-0.720861
scaffold1468	0	40	-1.48503
scaffold147	0	170	0.029114
scaffold147	10000	151	0.067692
scaffold147	20000	110	0.710611
scaffold147	30000	94	0.864519
scaffold147	40000	82	0.650542
scaffold147	50000	82	0.650542
scaffold147	60000	82	0.650542
scaffold147	70000	3	1.13859
scaffold147	80000	3	1.13859
scaffold147	90000	3	1.13859
scaffold1470	0	3	0.7264
scaffold1474	0	8	-1.81706
scaffold1476	0	14	-1.23961
scaffold1479	0	6	-0.749658
scaffold148	0	109	-0.750594
scaffold148	10000	109	-0.750594
scaffold148	20000	109	-0.750594
scaffold148	30000	79	-1.02187
scaffold148	40000	68	-1.20529
scaffold148	50000	16	-0.459417
scaffold148	60000	16	-0.459417
scaffold148	70000	9	0.143941
scaffold1481	0	1	-0.695936
scaffold1487	0	45	-0.610844
scaffold1488	0	5	1.04553
scaffold149	0	65	0.149715
scaffold149	10000	65	0.149715
scaffold149	20000	65	0.149715
scaffold149	30000	65	0.149715
scaffold149	40000	65	0.149715
scaffold149	50000	65	0.149715
scaffold149	60000	64	0.141884
scaffold149	70000	64	0.141884
scaffold149	80000	43	-0.119403
scaffold1490	0	9	-0.112639
scaffold1495	0	9	-0.944655
scaffold1496	0	13	1.19379
scaffold1497	0	47	-0.464053
scaffold15	0	117	-0.436915
scaffold15	10000	129	-0.395469
scaffold15	20000	163	-0.483508
scaffold15	30000	171	-0.409998
scaffold15	40000	197	-0.416358
scaffold15	50000	267	0.480835
scaffold15	60000	343	0.657099
scaffold15	70000	410	0.587755
scaffold15	80000	354	0.971091
scaffold15	90000	418	1.26187
scaffold15	100000	453	1.22256
scaffold15	110000	519	1.00044
scaffold15	120000	536	0.937302
scaffold15	130000	615	0.641145
scaffold15	140000	641	0.483849
scaffold15	150000	602	0.167305
scaffold15	160000	573	-0.0258786
scaffold15	170000	529	-0.110775
scaffold15	180000	544	-0.234063
scaffold15	190000	507	-0.486872
scaffold15	200000	569	-0.154154
scaffold15	210000	584	0.109122
scaffold15	220000	612	0.382634
scaffold15	230000	567	0.698291
scaffold15	240000	605	1.02821
scaffold15	250000	609	1.06457
scaffold15	260000	593	1.06442
scaffold15	270000	605	0.988915
scaffold15	280000	568	1.02155
scaffold15	290000	533	0.983064
scaffold15	300000	461	0.817845
scaffold15	310000	406	0.57236
scaffold15	320000	366	0.19202
scaffold15	330000	385	-0.0830829
scaffold15	340000	346	-0.551898
scaffold15	350000	353	-0.53841
scaffold15	360000	352	-0.307694
scaffold15	370000	374	0.345003
scaffold15	380000	399	0.52725
scaffold15	390000	426	0.712883
scaffold15	400000	416	0.917724
scaffold15	410000	378	1.08324
scaffold15	420000	339	1.31517
scaffold15	430000	278	1.74423
scaffold15	440000	227	2.26025
scaffold15	450000	185	2.60339
scaffold15	460000	155	2.80098
scaffold15	470000	98	2.62349
scaffold15	480000	64	2.93874
scaffold15	490000	31	3.11934
scaffold150	0	29	-0.574005
scaffold150	10000	29	-0.574005
scaffold150	20000	29	-0.574005
scaffold150	30000	18	-0.849046
scaffold150	40000	8	-0.554839
scaffold150	50000	8	-0.554839
scaffold150	60000	8	-0.554839
scaffold150	70000	8	-0.554839
scaffold1501	0	40	-0.144747
scaffold1502	0	32	-0.926081
scaffold1504	0	33	-1.36076
scaffold1506	0	1	-0.881653
scaffold151	0	111	-0.53466
scaffold151	10000	104	-0.403955
scaffold151	20000	50	-0.531805
scaffold151	30000	20	-0.843133
scaffold151	40000	18	-0.810574
scaffold151	50000	14	-0.494993
scaffold151	60000	7	-1.16967
scaffold151	70000	7	-1.16967
scaffold151	80000	7	-1.16967
scaffold1511	0	14	0.69421
scaffold1517	0	16	-0.330213
scaffold152	0	123	0.601997
scaffold152	10000	105	0.822848
scaffold152	20000	105	0.822848
scaffold152	30000	105	0.822848
scaffold152	40000	105	0.822848
scaffold152	50000	98	0.556767
scaffold152	60000	83	0.230348
scaffold152	70000	56	0.160517
scaffold152	80000	33	0.22833
scaffold152	90000	7	0.0182191
scaffold1524	0	2	-1.19107
scaffold1527	0	6	-0.846358
scaffold1529	0	11	-0.992181
scaffold153	0	149	-1.04447
scaffold153	10000	136	-1.00046
scaffold153	20000	136	-1.00046
scaffold153	30000	115	-0.978409
scaffold153	40000	81	-0.887914
scaffold153	50000	80	-0.869273
scaffold153	60000	79	-0.868064
scaffold153	70000	35	-0.0207971
scaffold153	80000	30	0.037381
scaffold153	90000	21	0.54469
scaffold1536	0	1	-0.492818
scaffold1538	0	1	-0.0206025
scaffold1539	0	2	0.265008
scaffold154	0	74	-0.155131
scaffold154	10000	66	-0.224011
scaffold154	20000	59	-0.321524
scaffold154	30000	59	-0.321524
scaffold154	40000	53	-0.340454
scaffold154	50000	46	-0.360322
scaffold154	60000	46	-0.360322
scaffold154	70000	8	-0.756587
scaffold154	80000	8	-0.756587
scaffold154	90000	3	-0.326335
scaffold1541	0	1	0.754153
scaffold1543	0	18	-0.736034
scaffold1547	0	5	-0.864754
scaffold155	0	108	-0.367622
scaffold155	10000	73	-0.385436
scaffold155	20000	61	-0.506705
scaffold155	30000	41	-0.47504
scaffold155	40000	34	-0.742863
scaffold155	50000	33	-0.759095
scaffold155	60000	26	-1.09546
scaffold155	70000	6	-0.952903
scaffold155	80000	4	-0.753149
scaffold1551	0	1	-0.893867
scaffold1553	0	15	-1.19135
scaffold1554	0	4	-0.938102
scaffold156	0	63	0.638812
scaffold156	10000	42	0.591776
scaffold156	20000	42	0.591776
scaffold156	30000	42	0.591776
scaffold156	40000	18	-0.569963
scaffold156	50000	18	-0.569963
scaffold156	60000	16	-0.764267
scaffold156	70000	14	-0.653619
scaffold156	80000	5	-0.952904
scaffold156	90000	4	-0.749248
scaffold1561	0	1	-0.67711
scaffold1562	0	9	0.305256
scaffold157	0	248	-0.743338
scaffold157	10000	221	-0.87721
scaffold157	20000	196	-0.858873
scaffold157	30000	130	-1.04741
scaffold157	40000	81	-0.983854
scaffold157	50000	46	-0.600262
scaffold157	60000	39	-0.35206
scaffold157	70000	21	-0.300808
scaffold157	80000	16	-0.120267
scaffold157	90000	13	-0.00326782
scaffold1570	0	5	-0.282721
scaffold158	0	728	0.0810294
scaffold158	10000	631	0.0485003
scaffold158	20000	615	0.0290418
scaffold158	30000	449	-0.1014
scaffold158	40000	309	-0.519356
scaffold158	50000	296	-0.4986
scaffold158	60000	280	-0.461132
scaffold158	70000	272	-0.44402
scaffold158	80000	140	-0.631336
scaffold158	90000	12	-0.973958
scaffold1581	0	5	-0.21755
scaffold1584	0	3	-0.499108
scaffold159	0	259	-0.343116
scaffold159	10000	235	-0.32231
scaffold159	20000	166	-0.22402
scaffold159	30000	143	-0.0972999
scaffold159	40000	92	0.191844
scaffold159	50000	90	0.195168
scaffold159	60000	90	0.195168
scaffold159	70000	32	0.309535
scaffold159	80000	17	0.228934
scaffold1595	0	6	0.289741
scaffold16	0	322	-0.19412
scaffold16	10000	245	-0.407493
scaffold16	20000	108	-0.194498
scaffold16	30000	146	-0.195387
scaffold16	40000	231	-0.20276
scaffold16	50000	302	-0.231613
scaffold16	60000	380	-0.0583677
scaffold16	70000	390	-0.0532817
scaffold16	80000	395	-0.0452265
scaffold16	90000	359	0.0595566
scaffold16	100000	383	0.0512953
scaffold16	110000	352	0.160201
scaffold16	120000	334	0.0695347
scaffold16	130000	292	0.0812372
scaffold16	140000	226	0.210246
scaffold16	150000	155	0.451001
scaffold16	160000	74	0.033132
scaffold16	170000	86	-0.211274
scaffold16	180000	107	0.0144206
scaffold16	190000	144	0.0844079
scaffold16	200000	133	-0.00835346
scaffold16	210000	134	0.0122346
scaffold16	220000	139	0.11372
scaffold16	230000	155	-0.0396424
scaffold16	240000	249	-0.246971
scaffold16	250000	374	-0.582475
scaffold16	260000	410	-0.601612
scaffold16	270000	439	-0.579406
scaffold16	280000	471	-0.707498
scaffold16	290000	471	-0.867465
scaffold16	300000	452	-0.857816
scaffold16	310000	465	-0.877678
scaffold16	320000	462	-0.921311
scaffold16	330000	447	-0.897902
scaffold16	340000	335	-1.0454
scaffold16	350000	210	-0.919737
scaffold16	360000	174	-0.953207
scaffold16	370000	153	-1.01963
scaffold16	380000	120	-0.806975
scaffold16	390000	91	-0.0892494
scaffold16	400000	98	-0.181803
scaffold16	410000	83	-0.00189638
scaffold16	420000	81	0.0355244
scaffold16	430000	80	0.0132975
scaffold16	440000	79	0.00758444
scaffold16	450000	79	0.00758444
scaffold16	460000	73	0.132548
scaffold16	470000	40	0.464386
scaffold16	480000	15	0.888496
scaffold16	490000	7	-1.0144
scaffold160	0	99	-0.292024
scaffold160	10000	70	-0.179223
scaffold160	20000	70	-0.179223
scaffold160	30000	40	0.576958
scaffold160	40000	28	1.13891
scaffold160	50000	2	1.96834
scaffold160	60000	1	1.31028
scaffold160	70000	1	1.31028
scaffold161	0	114	-0.657449
scaffold161	10000	93	-0.657282
scaffold161	20000	93	-0.657282
scaffold161	30000	49	-0.465097
scaffold161	40000	46	-0.365867
scaffold161	50000	37	-0.339904
scaffold161	60000	23	-0.496125
scaffold161	70000	9	0.04042
scaffold162	0	282	0.0502859
scaffold162	10000	280	0.0682049
scaffold162	20000	280	0.0682049
scaffold162	30000	272	0.101364
scaffold162	40000	237	0.161559
scaffold162	50000	231	0.221683
scaffold162	60000	230	0.233255
scaffold162	70000	214	0.375026
scaffold162	80000	50	0.147009
scaffold163	0	4	-0.441196
scaffold163	10000	4	-0.441196
scaffold163	20000	4	-0.441196
scaffold163	30000	4	-0.441196
scaffold163	40000	4	-0.441196
scaffold163	50000	4	-0.441196
scaffold163	60000	4	-0.441196
scaffold163	70000	2	-0.823228
scaffold164	0	4	-1.52492
scaffold164	10000	4	-1.52492
scaffold164	20000	4	-1.52492
scaffold164	30000	4	-1.52492
scaffold164	40000	4	-1.52492
scaffold164	50000	4	-1.52492
scaffold164	60000	4	-1.52492
scaffold164	70000	4	-1.52492
scaffold164	80000	4	-1.52492
scaffold165	0	461	-0.793851
scaffold165	10000	310	-0.969817
scaffold165	20000	172	-1.12015
scaffold165	30000	105	-1.61471
scaffold165	40000	94	-1.65856
scaffold165	50000	75	-1.61986
scaffold165	60000	36	-1.53459
scaffold165	70000	4	0.988773
scaffold165	80000	3	1.65272
scaffold166	0	138	0.278671
scaffold166	10000	113	0.305075
scaffold166	20000	106	0.218582
scaffold166	30000	70	-0.0141532
scaffold166	40000	54	-0.183268
scaffold166	50000	48	-0.273486
scaffold166	60000	37	-0.876866
scaffold166	70000	27	-1.09797
scaffold167	0	145	-0.313311
scaffold167	10000	141	-0.375865
scaffold167	20000	141	-0.375865
scaffold167	30000	138	-0.330751
scaffold167	40000	131	-0.330249
scaffold167	50000	115	-0.375509
scaffold167	60000	13	-1.5317
scaffold167	70000	6	-1.42413
scaffold167	80000	1	-0.868628
scaffold168	0	611	-1.5998
scaffold168	10000	589	-1.61077
scaffold168	20000	464	-1.58161
scaffold168	30000	414	-1.58691
scaffold168	40000	348	-1.51727
scaffold168	50000	306	-1.55842
scaffold168	60000	198	-1.66557
scaffold168	70000	119	-1.75686
scaffold168	80000	20	-1.40296
scaffold169	0	115	-0.766193
scaffold169	10000	97	-0.902254
scaffold169	20000	97	-0.902254
scaffold169	30000	84	-0.872891
scaffold169	40000	67	-0.941419
scaffold169	50000	55	-0.787589
scaffold169	60000	42	-0.526517
scaffold169	70000	39	-0.423846
scaffold169	80000	23	-0.742158
scaffold17	0	2	-1.19107
scaffold17	10000	16	-0.989191
scaffold17	20000	16	-0.989191
scaffold17	30000	16	-0.989191
scaffold17	40000	16	-0.989191
scaffold17	50000	16	-0.989191
scaffold17	60000	108	-1.31506
scaffold17	70000	115	-1.23999
scaffold17	80000	145	-1.23447
scaffold17	90000	213	-1.35737
scaffold17	100000	273	-1.30428
scaffold17	110000	299	-1.32069
scaffold17	120000	305	-1.32609
scaffold17	130000	308	-1.32363
scaffold17	140000	308	-1.32363
scaffold17	150000	373	-1.28962
scaffold17	160000	287	-1.2522
scaffold17	170000	289	-1.29969
scaffold17	180000	278	-1.29633
scaffold17	190000	233	-1.17023
scaffold17	200000	171	-1.1746
scaffold17	210000	240	-1.29435
scaffold17	220000	296	-1.24488
scaffold17	230000	428	-1.29167
scaffold17	240000	477	-1.30964
scaffold17	250000	424	-1.34837
scaffold17	260000	418	-1.35386
scaffold17	270000	464	-1.38751
scaffold17	280000	457	-1.38475
scaffold17	290000	450	-1.41266
scaffold17	300000	465	-1.43747
scaffold17	310000	365	-1.41765
scaffold17	320000	362	-1.46817
scaffold17	330000	227	-1.51368
scaffold17	340000	188	-1.54933
scaffold17	350000	227	-1.51372
scaffold17	360000	233	-1.51691
scaffold17	370000	179	-1.45748
scaffold17	380000	167	-1.50048
scaffold17	390000	151	-1.49168
scaffold17	400000	136	-1.41684
scaffold17	410000	127	-1.42313
scaffold17	420000	68	-1.45873
scaffold17	430000	68	-1.45873
scaffold17	440000	58	-1.37557
scaffold17	450000	7	-1.1952
scaffold17	460000	1	-0.695936
scaffold170	0	116	2.32765
scaffold170	10000	107	2.3998
scaffold170	20000	107	2.3998
scaffold170	30000	98	2.56164
scaffold170	40000	98	2.56164
scaffold170	50000	52	2.55631
scaffold170	60000	52	2.55631
scaffold170	70000	3	1.18139
scaffold171	0	320	-0.000895301
scaffold171	10000	296	-0.0014449
scaffold171	20000	178	0.0207902
scaffold171	30000	153	-0.181956
scaffold171	40000	57	-0.258214
scaffold171	50000	44	-0.35925
scaffold171	60000	26	-0.317262
scaffold171	70000	26	-0.317262
scaffold172	0	65	-0.519572
scaffold172	10000	57	-0.49225
scaffold172	20000	51	-0.615936
scaffold172	30000	46	-0.662369
scaffold172	40000	44	-0.584921
scaffold172	50000	34	-0.228206
scaffold172	60000	24	0.359943
scaffold173	0	89	-0.273486
scaffold173	10000	86	-0.262984
scaffold173	20000	76	-0.189957
scaffold173	30000	62	-0.204019
scaffold173	40000	46	-0.311491
scaffold173	50000	39	-0.0847609
scaffold173	60000	37	-0.0666011
scaffold173	70000	10	0.224736
scaffold174	0	24	-0.357381
scaffold174	10000	23	-0.27527
scaffold174	20000	20	-0.347537
scaffold174	30000	16	0.0352987
scaffold174	40000	10	-0.407159
